"idclient","idcompany","idmember","idaccount","idcategory","defaultcategory","period_yyyymm","monthly_total"
1,"216","296094",INT217451,Other,Other,"2025-03",210.00
1,"216","296094",INT217451,Other,Other,"2025-02",175.00
1,"216","296094",INT217451,Other,Other,"2025-01",175.00
1,"216","296094",INT217451,Other,Other,"2024-12",175.00
1,"216","296094",INT217451,Other,Other,"2024-11",175.00
1,"216","296094",INT217451,Other,Other,"2024-09",175.00
1,"216","296094",INT217451,Other,Other,"2024-08",200.00
1,"52","299987",INT95676,Other,Other,"2026-05",151.98
1,"52","299987",INT95676,Other,Other,"2026-04",5759.43
1,"52","299987",INT95676,Other,Other,"2026-03",10608.23
1,"52","299987",INT95676,Other,Other,"2026-02",5092.77
1,"52","299987",INT95676,Other,Other,"2026-01",2763.51
1,"52","299987",INT95676,Other,Other,"2025-06",873.26
1,"52","299987",INT95676,Other,Other,"2025-04",2503.77
1,"52","299987",INT95676,Other,Other,"2025-03",3013.02
1,"52","299987",INT95676,Other,Other,"2025-02",2126.96
1,"52","299987",INT95676,Other,Other,"2025-01",3873.92
1,"52","299987",INT95676,Other,Other,"2024-12",6127.71
1,"52","299987",INT95676,Other,Other,"2024-11",9892.48
1,"52","299987",INT95676,Other,Other,"2024-10",6983.46
1,"52","299987",INT95676,Other,Other,"2024-09",4414.40
1,"52","299987",INT95676,Other,Other,"2024-08",6476.76
1,"52","299987",INT95676,Other,Other,"2024-07",5162.88
1,"52","299987",INT95676,Other,Other,"2024-06",3945.14
1,"52","299987",INT95676,Other,Other,"2024-05",4105.21
1,"52","299987",INT95676,Other,Other,"2024-04",5749.03
1,"52","299987",INT95676,Other,Other,"2024-03",5340.40
1,"52","299987",INT95676,Other,Other,"2024-02",4193.13
1,"52","299987",INT95676,Other,Other,"2024-01",4020.61
1,"52","299987",INT95676,Other,Other,"2023-12",5279.47
1,"52","299987",INT95676,Other,Other,"2023-11",8292.09
1,"4","300317",INT128331,Other,Other,"2025-12",3377.57
1,"4","300317",INT128331,Other,Other,"2025-11",3626.29
1,"4","300317",INT128331,Other,Other,"2025-10",3792.67
1,"4","300317",INT128331,Other,Other,"2025-04",1.00
1,"4","300317",INT128331,Other,Other,"2025-03",2319.33
1,"4","300317",INT128331,Other,Other,"2025-02",1194.87
1,"4","300317",INT128331,Other,Other,"2024-12",1028.00
1,"4","300317",INT128331,Other,Other,"2024-11",2536.49
1,"4","300317",INT128331,Other,Other,"2024-10",1500.97
1,"4","302166",INT111042,Other,Other,"2025-04",9496.92
1,"4","302166",INT111047,Other,Other,"2025-03",1440.00
1,"4","302166",INT111043,Other,Other,"2025-03",77407.74
1,"4","302166",INT111049,Other,Other,"2025-03",424.04
1,"4","302166",INT111042,Other,Other,"2025-03",730494.70
1,"4","302166",INT111049,Other,Other,"2024-12",424.04
1,"4","302166",INT111042,Other,Other,"2024-12",2102.56
1,"4","302166",INT111043,Other,Other,"2024-12",17.18
1,"4","302166",INT111042,Other,Other,"2024-11",833687.92
1,"4","302166",INT111043,Other,Other,"2024-11",909.28
1,"4","302166",INT111048,Other,Other,"2024-11",2485.58
1,"4","302166",INT111050,Other,Other,"2024-11",45081.24
1,"4","302166",INT111049,Other,Other,"2024-11",736.64
1,"4","302167",INT153650,Other,Other,"2025-04",7193.20
1,"4","302167",INT153650,Other,Other,"2025-03",1742.00
1,"4","302167",INT153650,Other,Other,"2024-12",7200.00
1,"4","302167",INT153650,Other,Other,"2024-11",4720.00
1,"216","306257",INT211152,Other,Other,"2024-12",658.00
1,"216","306257",INT211152,Other,Other,"2024-10",1.00
1,"216","306257",INT211152,Other,Other,"2024-09",1.00
1,"216","306257",INT211152,Other,Other,"2024-08",1493.89
1,"216","306257",INT211152,Other,Other,"2024-07",1803.78
1,"52","306851",INT4,Other,Other,"2026-06",2.54
1,"52","306851",INT419874,Other,Other,"2026-06",0.02
1,"52","306851",INT5,Other,Other,"2026-06",4.52
1,"52","306851",INT5,Home & rent,Home & rent,"2026-05",0.14
1,"52","306851",INT5,Other,Other,"2026-05",1688.52
1,"52","306851",INT419874,Other,Other,"2026-05",5.58
1,"52","306851",INT4,Other,Other,"2026-05",5552.60
1,"52","306851",INT4,Taxes & fees,Taxes & fees,"2026-05",0.04
1,"52","306851",INT419874,Groceries,Groceries,"2026-04",99.00
1,"52","306851",INT5,Other,Other,"2026-04",2408.36
1,"52","306851",INT419874,Other,Other,"2026-04",2858.21
1,"52","306851",INT4,Other,Other,"2026-04",10560.49
1,"52","306851",INT96690,Other,Other,"2026-04",40.00
1,"52","306851",INT89723,Other,Other,"2026-04",350.05
1,"52","306851",INT5,Taxes & fees,Taxes & fees,"2026-04",50.00
1,"52","306851",INT419874,Other,Other,"2026-03",16184.55
1,"52","306851",INT5,Other,Other,"2026-03",110.09
1,"52","306851",INT89723,Other,Other,"2026-03",795.37
1,"52","306851",INT4,Other,Other,"2026-03",50243.50
1,"52","306851",INT96690,Other,Other,"2026-03",29.64
1,"52","306851",INT5,Taxes & fees,Taxes & fees,"2026-03",150.00
1,"52","306851",INT78524,Taxes & fees,Taxes & fees,"2026-03",50.00
1,"52","306851",INT419874,Groceries,Groceries,"2026-02",99.00
1,"52","306851",INT5,Other,Other,"2026-02",334.69
1,"52","306851",INT419874,Other,Other,"2026-02",6081.10
1,"52","306851",INT79449,Other,Other,"2026-02",6.10
1,"52","306851",INT89723,Other,Other,"2026-02",1981.35
1,"52","306851",INT96690,Other,Other,"2026-02",479.96
1,"52","306851",INT4,Other,Other,"2026-02",11708.47
1,"52","306851",INT21,Other,Other,"2026-02",8.00
1,"52","306851",INT419874,Gas,Gas,"2026-01",2.00
1,"52","306851",INT419874,Other,Other,"2026-01",9434.23
1,"52","306851",INT5,Other,Other,"2026-01",1589.46
1,"52","306851",INT4,Other,Other,"2026-01",12949.34
1,"52","306851",INT21,Other,Other,"2026-01",4.00
1,"52","306851",INT79449,Other,Other,"2026-01",20.18
1,"52","306851",INT89723,Other,Other,"2026-01",1070.24
1,"52","306851",INT96690,Other,Other,"2026-01",209.85
1,"52","306851",INT94494,Other,Other,"2026-01",7.50
1,"52","306851",INT419874,Groceries,Groceries,"2025-12",99.00
1,"52","306851",INT419874,Other,Other,"2025-12",11.18
1,"52","306851",INT5,Other,Other,"2025-12",4918.12
1,"52","306851",INT94494,Other,Other,"2025-12",9.30
1,"52","306851",INT96690,Other,Other,"2025-12",373.96
1,"52","306851",INT4,Other,Other,"2025-12",36393.79
1,"52","306851",INT89723,Other,Other,"2025-12",1665.01
1,"52","306851",INT96690,Other,Other,"2025-11",5212.17
1,"52","306851",INT78060,Other,Other,"2025-11",2.24
1,"52","306851",INT5,Other,Other,"2025-11",2589.89
1,"52","306851",INT413500,Other,Other,"2025-11",499.87
1,"52","306851",INT419874,Other,Other,"2025-11",226.23
1,"52","306851",INT4,Other,Other,"2025-11",11195.92
1,"52","306851",INT419874,Home & rent,Home & rent,"2025-10",66.00
1,"52","306851",INT5,Other,Other,"2025-10",1950.00
1,"52","306851",INT419874,Other,Other,"2025-10",2025.00
1,"52","306851",INT78524,Other,Other,"2025-10",267.91
1,"52","306851",INT89723,Other,Other,"2025-10",1.10
1,"52","306851",INT79449,Other,Other,"2025-10",90.00
1,"52","306851",INT94494,Other,Other,"2025-10",1.10
1,"52","306851",INT96690,Other,Other,"2025-10",54.00
1,"52","306851",INT4,Other,Other,"2025-10",17646.16
1,"52","306851",INT4,Other,Other,"2025-09",12315.16
1,"52","306851",INT5,Other,Other,"2025-09",6958.90
1,"52","306851",INT419874,Other,Other,"2025-09",2.00
1,"52","306851",INT78524,Other,Other,"2025-09",267.91
1,"52","306851",INT94494,Other,Other,"2025-09",9.00
1,"52","306851",INT94494,Other,Other,"2025-08",11.00
1,"52","306851",INT5,Other,Other,"2025-08",946.89
1,"52","306851",INT4,Other,Other,"2025-08",10475.56
1,"52","306851",INT78524,Other,Other,"2025-08",267.91
1,"52","306851",INT94494,Transfers & payments,Transfers & payments,"2025-08",1.00
1,"52","306851",INT78524,Other,Other,"2025-07",267.91
1,"52","306851",INT89723,Other,Other,"2025-07",878791.01
1,"52","306851",INT419874,Other,Other,"2025-07",46.06
1,"52","306851",INT5,Other,Other,"2025-07",894.53
1,"52","306851",INT4,Other,Other,"2025-07",10737.18
1,"52","306851",INT419874,Transfers & payments,Transfers & payments,"2025-07",32.00
1,"52","306851",INT79449,Auto & transport,Auto & transport,"2025-06",377.05
1,"52","306851",INT80155,Other,Other,"2025-06",44.60
1,"52","306851",INT80558,Other,Other,"2025-06",53.60
1,"52","306851",INT5,Other,Other,"2025-06",3003.04
1,"52","306851",INT419874,Other,Other,"2025-06",2.00
1,"52","306851",INT78604,Other,Other,"2025-06",614.00
1,"52","306851",INT78060,Other,Other,"2025-06",1669.29
1,"52","306851",INT21,Other,Other,"2025-06",14.00
1,"52","306851",INT4,Other,Other,"2025-06",12965.70
1,"52","306851",INT5,Taxes & fees,Taxes & fees,"2025-06",10.00
1,"52","306851",INT21,Transfers & payments,Transfers & payments,"2025-06",2.00
1,"52","306851",INT21,Other,Other,"2025-05",2.00
1,"52","306851",INT4,Other,Other,"2025-05",10137.89
1,"52","306851",INT5,Other,Other,"2025-05",1313.82
1,"52","306851",INT78524,Other,Other,"2025-05",267.91
1,"52","306851",INT79449,Auto & transport,Auto & transport,"2025-04",50.00
1,"52","306851",INT89723,Other,Other,"2025-04",1230.65
1,"52","306851",INT80155,Other,Other,"2025-04",1557.01
1,"52","306851",INT79449,Other,Other,"2025-04",3125.76
1,"52","306851",INT80084,Other,Other,"2025-04",1520.90
1,"52","306851",INT80558,Other,Other,"2025-04",655.00
1,"52","306851",INT78604,Other,Other,"2025-04",9250.65
1,"52","306851",INT78060,Other,Other,"2025-04",9548.90
1,"52","306851",INT78524,Other,Other,"2025-04",600.47
1,"52","306851",INT96690,Other,Other,"2025-04",782.76
1,"52","306851",INT4,Other,Other,"2025-04",4765.66
1,"52","306851",INT21,Other,Other,"2025-04",40.50
1,"52","306851",INT5,Other,Other,"2025-04",11219.72
1,"52","306851",INT419874,Other,Other,"2025-04",2152.99
1,"52","306851",INT424026,Other,Other,"2025-04",81.18
1,"52","306851",INT413500,Other,Other,"2025-04",1434.51
1,"52","306851",INT419874,Transfers & payments,Transfers & payments,"2025-04",33.20
1,"52","306851",INT21,Transfers & payments,Transfers & payments,"2025-04",2.00
1,"52","306851",INT1435,Other,Other,"2025-03",20.00
1,"52","306851",INT21,Other,Other,"2025-03",4.00
1,"52","306851",INT4,Other,Other,"2025-03",10025.25
1,"52","306851",INT96690,Other,Other,"2025-03",11468.44
1,"52","306851",INT79449,Other,Other,"2025-03",1208.06
1,"52","306851",INT88171,Other,Other,"2025-03",25.00
1,"52","306851",INT89723,Other,Other,"2025-03",2254.20
1,"52","306851",INT80084,Other,Other,"2025-03",10870.94
1,"52","306851",INT80558,Other,Other,"2025-03",1436.60
1,"52","306851",INT80155,Other,Other,"2025-03",2218.31
1,"52","306851",INT78604,Other,Other,"2025-03",28034.67
1,"52","306851",INT78060,Other,Other,"2025-03",8118.64
1,"52","306851",INT78524,Other,Other,"2025-03",2749.85
1,"52","306851",INT424026,Other,Other,"2025-03",11.82
1,"52","306851",INT5,Other,Other,"2025-03",863.25
1,"52","306851",INT419874,Other,Other,"2025-03",36384.54
1,"52","306851",INT21,Transfers & payments,Transfers & payments,"2025-03",10.00
1,"52","306851",INT419874,Bills & utilities,Bills & utilities,"2025-02",2.00
1,"52","306851",INT424026,Other,Other,"2025-02",171.81
1,"52","306851",INT413500,Other,Other,"2025-02",1603.23
1,"52","306851",INT5,Other,Other,"2025-02",1421.67
1,"52","306851",INT419874,Other,Other,"2025-02",4641.12
1,"52","306851",INT4,Other,Other,"2025-02",10740.06
1,"52","306851",INT21,Other,Other,"2025-02",4.00
1,"52","306851",INT80084,Other,Other,"2025-02",2824.31
1,"52","306851",INT80558,Other,Other,"2025-02",3071.34
1,"52","306851",INT80155,Other,Other,"2025-02",2879.39
1,"52","306851",INT89723,Other,Other,"2025-02",39.01
1,"52","306851",INT79449,Other,Other,"2025-02",859.41
1,"52","306851",INT96690,Other,Other,"2025-02",99334.06
1,"52","306851",INT78060,Other,Other,"2025-02",6673.69
1,"52","306851",INT78604,Other,Other,"2025-02",15535.98
1,"52","306851",INT78524,Other,Other,"2025-02",1089.45
1,"52","306851",INT419874,Transfers & payments,Transfers & payments,"2025-02",225.00
1,"52","306851",INT5,Other,Other,"2025-01",1072.60
1,"52","306851",INT424026,Other,Other,"2025-01",433.36
1,"52","306851",INT413500,Other,Other,"2025-01",2.00
1,"52","306851",INT419874,Other,Other,"2025-01",6104.80
1,"52","306851",INT78060,Other,Other,"2025-01",7697.18
1,"52","306851",INT78524,Other,Other,"2025-01",3307.98
1,"52","306851",INT78604,Other,Other,"2025-01",11509.53
1,"52","306851",INT80558,Other,Other,"2025-01",609.02
1,"52","306851",INT80084,Other,Other,"2025-01",4171.51
1,"52","306851",INT92149,Other,Other,"2025-01",364500.00
1,"52","306851",INT79449,Other,Other,"2025-01",179.15
1,"52","306851",INT80155,Other,Other,"2025-01",3020.43
1,"52","306851",INT4,Other,Other,"2025-01",12897.88
1,"52","306851",INT96690,Other,Other,"2025-01",66170.02
1,"52","306851",INT419874,Transfers & payments,Transfers & payments,"2025-01",1.24
1,"52","306851",INT5,Other,Other,"2024-12",3013.50
1,"52","306851",INT413500,Other,Other,"2024-12",900.00
1,"52","306851",INT419874,Other,Other,"2024-12",7082.12
1,"52","306851",INT96690,Other,Other,"2024-12",10367.80
1,"52","306851",INT80558,Other,Other,"2024-12",708.71
1,"52","306851",INT89723,Other,Other,"2024-12",885.00
1,"52","306851",INT80155,Other,Other,"2024-12",3516.63
1,"52","306851",INT79449,Other,Other,"2024-12",1382.97
1,"52","306851",INT80084,Other,Other,"2024-12",11516.15
1,"52","306851",INT78060,Other,Other,"2024-12",19530.09
1,"52","306851",INT78604,Other,Other,"2024-12",43813.66
1,"52","306851",INT78524,Other,Other,"2024-12",4891.32
1,"52","306851",INT4,Other,Other,"2024-12",23609.19
1,"52","306851",INT1435,Other,Other,"2024-12",3800.00
1,"52","306851",INT21,Other,Other,"2024-12",14.00
1,"52","306851",INT413500,Gas,Gas,"2024-11",2.00
1,"52","306851",INT5,Other,Other,"2024-11",1356.88
1,"52","306851",INT413500,Other,Other,"2024-11",1661.96
1,"52","306851",INT419874,Other,Other,"2024-11",2821.53
1,"52","306851",INT21,Other,Other,"2024-11",45.04
1,"52","306851",INT4,Other,Other,"2024-11",10342.14
1,"52","306851",INT80155,Other,Other,"2024-11",894.61
1,"52","306851",INT80558,Other,Other,"2024-11",708.76
1,"52","306851",INT79449,Other,Other,"2024-11",10335.52
1,"52","306851",INT88171,Other,Other,"2024-11",25.00
1,"52","306851",INT89723,Other,Other,"2024-11",6.35
1,"52","306851",INT80084,Other,Other,"2024-11",2863.68
1,"52","306851",INT96690,Other,Other,"2024-11",30033.31
1,"52","306851",INT78604,Other,Other,"2024-11",59146.44
1,"52","306851",INT78060,Other,Other,"2024-11",5890.70
1,"52","306851",INT78524,Other,Other,"2024-11",3145.47
1,"52","306851",INT78524,Other,Other,"2024-10",12610.39
1,"52","306851",INT78060,Other,Other,"2024-10",5271.94
1,"52","306851",INT78604,Other,Other,"2024-10",14298.96
1,"52","306851",INT80558,Other,Other,"2024-10",724.44
1,"52","306851",INT79449,Other,Other,"2024-10",1640.38
1,"52","306851",INT88171,Other,Other,"2024-10",660.76
1,"52","306851",INT80084,Other,Other,"2024-10",2847.32
1,"52","306851",INT89723,Other,Other,"2024-10",479.40
1,"52","306851",INT80155,Other,Other,"2024-10",3598.44
1,"52","306851",INT413500,Other,Other,"2024-10",1300.00
1,"52","306851",INT419874,Other,Other,"2024-10",8991.95
1,"52","306851",INT5,Other,Other,"2024-10",3448.76
1,"52","306851",INT21,Other,Other,"2024-10",34.14
1,"52","306851",INT4,Other,Other,"2024-10",13124.98
1,"52","306851",INT96690,Other,Other,"2024-10",3985.85
1,"52","306851",INT96690,Other,Other,"2024-09",7805.77
1,"52","306851",INT413500,Other,Other,"2024-09",600.00
1,"52","306851",INT419874,Other,Other,"2024-09",3913.18
1,"52","306851",INT5,Other,Other,"2024-09",1535.47
1,"52","306851",INT78524,Other,Other,"2024-09",6823.46
1,"52","306851",INT78060,Other,Other,"2024-09",5989.70
1,"52","306851",INT78604,Other,Other,"2024-09",15745.63
1,"52","306851",INT88171,Other,Other,"2024-09",325.38
1,"52","306851",INT80155,Other,Other,"2024-09",1677.93
1,"52","306851",INT80558,Other,Other,"2024-09",1339.24
1,"52","306851",INT80084,Other,Other,"2024-09",2907.65
1,"52","306851",INT89723,Other,Other,"2024-09",768.10
1,"52","306851",INT79449,Other,Other,"2024-09",711.67
1,"52","306851",INT21,Other,Other,"2024-09",22.50
1,"52","306851",INT4,Other,Other,"2024-09",10285.90
1,"52","306851",INT4,Other,Other,"2024-08",9784.24
1,"52","306851",INT21,Other,Other,"2024-08",5.00
1,"52","306851",INT78604,Other,Other,"2024-08",51796.51
1,"52","306851",INT78150,Other,Other,"2024-08",4600.00
1,"52","306851",INT78524,Other,Other,"2024-08",4360.73
1,"52","306851",INT78060,Other,Other,"2024-08",8554.13
1,"52","306851",INT96690,Other,Other,"2024-08",7391.43
1,"52","306851",INT94494,Other,Other,"2024-08",2500.00
1,"52","306851",INT419874,Other,Other,"2024-08",7684.64
1,"52","306851",INT5,Other,Other,"2024-08",984.38
1,"52","306851",INT413500,Other,Other,"2024-08",900.00
1,"52","306851",INT80155,Other,Other,"2024-08",860.67
1,"52","306851",INT89723,Other,Other,"2024-08",2026.82
1,"52","306851",INT79449,Other,Other,"2024-08",623.65
1,"52","306851",INT80084,Other,Other,"2024-08",4320.59
1,"52","306851",INT80558,Other,Other,"2024-08",1253.60
1,"52","306851",INT79449,Other,Other,"2024-07",768.74
1,"52","306851",INT80084,Other,Other,"2024-07",2912.89
1,"52","306851",INT80558,Other,Other,"2024-07",570.88
1,"52","306851",INT89723,Other,Other,"2024-07",440.09
1,"52","306851",INT80155,Other,Other,"2024-07",5408.86
1,"52","306851",INT96690,Other,Other,"2024-07",13080.24
1,"52","306851",INT21,Other,Other,"2024-07",3.00
1,"52","306851",INT4,Other,Other,"2024-07",10772.24
1,"52","306851",INT78604,Other,Other,"2024-07",15216.86
1,"52","306851",INT78060,Other,Other,"2024-07",5046.42
1,"52","306851",INT78150,Other,Other,"2024-07",6440.00
1,"52","306851",INT78524,Other,Other,"2024-07",11286.57
1,"52","306851",INT419874,Other,Other,"2024-07",8573.92
1,"52","306851",INT413500,Other,Other,"2024-07",200.00
1,"52","306851",INT5,Other,Other,"2024-07",1006.56
1,"52","306851",INT5,Other,Other,"2024-06",1922.31
1,"52","306851",INT413500,Other,Other,"2024-06",800.00
1,"52","306851",INT419874,Other,Other,"2024-06",6468.11
1,"52","306851",INT4,Other,Other,"2024-06",9830.52
1,"52","306851",INT80558,Other,Other,"2024-06",2019.62
1,"52","306851",INT79449,Other,Other,"2024-06",1398.27
1,"52","306851",INT80084,Other,Other,"2024-06",2602.76
1,"52","306851",INT89723,Other,Other,"2024-06",360.00
1,"52","306851",INT80155,Other,Other,"2024-06",501.99
1,"52","306851",INT96690,Other,Other,"2024-06",6984.37
1,"52","306851",INT78060,Other,Other,"2024-06",5824.67
1,"52","306851",INT78604,Other,Other,"2024-06",17666.89
1,"52","306851",INT78524,Other,Other,"2024-06",2024.23
1,"52","306851",INT78150,Other,Other,"2024-05",1420.00
1,"52","306851",INT78524,Other,Other,"2024-05",2708.12
1,"52","306851",INT78060,Other,Other,"2024-05",5547.91
1,"52","306851",INT78604,Other,Other,"2024-05",18347.47
1,"52","306851",INT89723,Other,Other,"2024-05",360.00
1,"52","306851",INT80155,Other,Other,"2024-05",825.19
1,"52","306851",INT80558,Other,Other,"2024-05",757.60
1,"52","306851",INT80084,Other,Other,"2024-05",2794.10
1,"52","306851",INT79449,Other,Other,"2024-05",1520.75
1,"52","306851",INT5,Other,Other,"2024-05",3762.42
1,"52","306851",INT419874,Other,Other,"2024-05",6280.02
1,"52","306851",INT4,Other,Other,"2024-05",16355.25
1,"52","306851",INT96690,Other,Other,"2024-05",3483.89
1,"52","306851",INT96690,Other,Other,"2024-04",22962.00
1,"52","306851",INT419874,Other,Other,"2024-04",23341.14
1,"52","306851",INT5,Other,Other,"2024-04",3537.58
1,"52","306851",INT78060,Other,Other,"2024-04",15185.45
1,"52","306851",INT78604,Other,Other,"2024-04",22651.11
1,"52","306851",INT78524,Other,Other,"2024-04",3123.34
1,"52","306851",INT89723,Other,Other,"2024-04",358.09
1,"52","306851",INT79449,Other,Other,"2024-04",21332.99
1,"52","306851",INT80084,Other,Other,"2024-04",10121.00
1,"52","306851",INT80155,Other,Other,"2024-04",37446.57
1,"52","306851",INT80558,Other,Other,"2024-04",253.60
1,"52","306851",INT4,Other,Other,"2024-04",10065.78
1,"52","306851",INT21,Other,Other,"2024-03",6.62
1,"52","306851",INT1435,Other,Other,"2024-03",20.00
1,"52","306851",INT4,Other,Other,"2024-03",13736.67
1,"52","306851",INT78060,Other,Other,"2024-03",5275.89
1,"52","306851",INT78604,Other,Other,"2024-03",34490.59
1,"52","306851",INT78524,Other,Other,"2024-03",2917.95
1,"52","306851",INT96690,Other,Other,"2024-03",15206.24
1,"52","306851",INT419874,Other,Other,"2024-03",5318.34
1,"52","306851",INT413500,Other,Other,"2024-03",800.00
1,"52","306851",INT5,Other,Other,"2024-03",2538.65
1,"52","306851",INT424026,Other,Other,"2024-03",20.00
1,"52","306851",INT79449,Other,Other,"2024-03",161.54
1,"52","306851",INT80155,Other,Other,"2024-03",2727.17
1,"52","306851",INT80084,Other,Other,"2024-03",10113.81
1,"52","306851",INT80558,Other,Other,"2024-03",1069.03
1,"52","306851",INT89723,Other,Other,"2024-03",360.00
1,"52","306851",INT80155,Other,Other,"2024-02",683.99
1,"52","306851",INT80084,Other,Other,"2024-02",6829.39
1,"52","306851",INT80558,Other,Other,"2024-02",9058.60
1,"52","306851",INT79449,Other,Other,"2024-02",824.08
1,"52","306851",INT89723,Other,Other,"2024-02",360.00
1,"52","306851",INT96690,Other,Other,"2024-02",4024.44
1,"52","306851",INT1435,Other,Other,"2024-02",20.00
1,"52","306851",INT4,Other,Other,"2024-02",8241.35
1,"52","306851",INT78604,Other,Other,"2024-02",18036.98
1,"52","306851",INT78060,Other,Other,"2024-02",2812.61
1,"52","306851",INT78524,Other,Other,"2024-02",2046.35
1,"52","306851",INT413500,Other,Other,"2024-02",800.00
1,"52","306851",INT5,Other,Other,"2024-02",1032.89
1,"52","306851",INT419874,Other,Other,"2024-02",4003.76
1,"52","306851",INT419874,Other,Other,"2024-01",2842.84
1,"52","306851",INT413500,Other,Other,"2024-01",800.00
1,"52","306851",INT5,Other,Other,"2024-01",1747.63
1,"52","306851",INT1435,Other,Other,"2024-01",20.00
1,"52","306851",INT4,Other,Other,"2024-01",10597.22
1,"52","306851",INT79449,Other,Other,"2024-01",10517.47
1,"52","306851",INT80558,Other,Other,"2024-01",881.60
1,"52","306851",INT80084,Other,Other,"2024-01",2795.62
1,"52","306851",INT89723,Other,Other,"2024-01",460.00
1,"52","306851",INT80155,Other,Other,"2024-01",3974.25
1,"52","306851",INT96690,Other,Other,"2024-01",28286.28
1,"52","306851",INT78524,Other,Other,"2024-01",1918.82
1,"52","306851",INT78060,Other,Other,"2024-01",5936.63
1,"52","306851",INT78604,Other,Other,"2024-01",36345.65
1,"52","306851",INT78060,Other,Other,"2023-12",10802.02
1,"52","306851",INT78524,Other,Other,"2023-12",5208.65
1,"52","306851",INT78604,Other,Other,"2023-12",16127.07
1,"52","306851",INT89723,Other,Other,"2023-12",360.00
1,"52","306851",INT80155,Other,Other,"2023-12",1159.67
1,"52","306851",INT80084,Other,Other,"2023-12",10756.08
1,"52","306851",INT80558,Other,Other,"2023-12",7953.60
1,"52","306851",INT79449,Other,Other,"2023-12",1298.26
1,"52","306851",INT413500,Other,Other,"2023-12",800.00
1,"52","306851",INT5,Other,Other,"2023-12",3718.79
1,"52","306851",INT419874,Other,Other,"2023-12",3086.52
1,"52","306851",INT4,Other,Other,"2023-12",18803.73
1,"52","306851",INT1435,Other,Other,"2023-12",92119.00
1,"52","306851",INT96690,Other,Other,"2023-12",9187.30
1,"52","306851",INT96690,Other,Other,"2023-11",421.57
1,"52","306851",INT5,Other,Other,"2023-11",1580.67
1,"52","306851",INT419874,Other,Other,"2023-11",1002.50
1,"52","306851",INT78604,Other,Other,"2023-11",3885.23
1,"52","306851",INT78060,Other,Other,"2023-11",3425.28
1,"52","306851",INT78524,Other,Other,"2023-11",5030.31
1,"52","306851",INT79449,Other,Other,"2023-11",10153.71
1,"52","306851",INT89723,Other,Other,"2023-11",360.00
1,"52","306851",INT80558,Other,Other,"2023-11",53.60
1,"52","306851",INT80084,Other,Other,"2023-11",1277.00
1,"52","306851",INT80155,Other,Other,"2023-11",2252.69
1,"52","306851",INT4,Other,Other,"2023-11",10945.99
1,"52","306851",INT4,Other,Other,"2023-10",11100.05
1,"52","306851",INT5,Other,Other,"2023-10",2256.58
1,"52","306851",INT5,Other,Other,"2023-09",543.11
1,"52","306851",INT4,Other,Other,"2023-09",9305.34
1,"52","306851",INT4,Other,Other,"2023-08",10268.10
1,"52","306851",INT5,Other,Other,"2023-08",1366.41
1,"52","306851",INT5,Other,Other,"2023-07",5690.18
1,"52","306851",INT4,Other,Other,"2023-07",11314.94
1,"52","306851",INT4,Other,Other,"2023-06",13926.51
1,"52","306851",INT5,Other,Other,"2023-06",12569.20
1,"52","306851",INT5,Other,Other,"2023-05",795.04
1,"52","306851",INT4,Other,Other,"2023-05",12455.66
1,"52","306851",INT4,Other,Other,"2023-04",4791.62
1,"52","306851",INT5,Other,Other,"2023-04",256.39
1,"52","311273",INT306539,Other,Other,"2025-04",2073.12
1,"52","311273",INT306539,Other,Other,"2025-03",2.11
1,"52","311273",INT306539,Other,Other,"2025-02",2412.91
1,"52","311273",INT306539,Other,Other,"2025-01",2671.51
1,"52","311273",INT306539,Other,Other,"2024-12",5418.88
1,"52","311273",INT306539,Other,Other,"2024-11",2565.31
1,"52","311273",INT306539,Other,Other,"2024-10",769.12
1,"52","311273",INT306539,Other,Other,"2024-09",4280.33
1,"52","311273",INT306539,Other,Other,"2024-08",2504.54
1,"52","311273",INT306539,Other,Other,"2024-07",5320.19
1,"52","311273",INT306539,Other,Other,"2024-06",2591.86
1,"52","311273",INT306539,Other,Other,"2024-05",2421.13
1,"52","311273",INT306539,Other,Other,"2024-04",22380.30
1,"52","311273",INT306539,Other,Other,"2024-03",2318.83
1,"52","311273",INT306539,Other,Other,"2024-02",2282.58
1,"52","311273",INT306539,Other,Other,"2024-01",2556.84
1,"52","311273",INT306539,Other,Other,"2023-12",2614.04
1,"52","311273",INT306539,Other,Other,"2023-11",162.08
1,"52","319622",INT96765,Other,Other,"2025-04",11470.68
1,"52","319622",INT96765,Other,Other,"2025-03",8747.54
1,"52","319622",INT96765,Other,Other,"2025-02",267487.76
1,"52","319622",INT96767,Other,Other,"2025-01",84000.00
1,"52","319622",INT96765,Other,Other,"2025-01",986310.82
1,"52","319622",INT96765,Other,Other,"2024-12",4510548.24
1,"52","319622",INT96767,Other,Other,"2024-12",580000.00
1,"52","319622",INT96765,Other,Other,"2024-11",2412573.24
1,"52","319622",INT96765,Other,Other,"2024-10",2607573.58
1,"52","319622",INT96765,Other,Other,"2024-09",2261868.34
1,"52","319622",INT96765,Other,Other,"2024-08",2490664.90
1,"52","319622",INT96765,Other,Other,"2024-07",2078540.12
1,"52","319622",INT96765,Other,Other,"2024-06",2281989.62
1,"52","319622",INT96765,Other,Other,"2024-05",2365270.22
