"idclient","idcompany","idmember","idaccount","idcategory","defaultcategory","period_yyyymm","monthly_total"
1,"52","586574",INT96731,Other,Other,"2025-02",8449.92
1,"52","586574",INT96730,Other,Other,"2025-02",5636.28
1,"52","586574",INT419874,Transfers & payments,Transfers & payments,"2025-02",450.00
1,"52","586574",INT4,Other,Other,"2025-01",25795.76
1,"52","586574",INT419874,Other,Other,"2025-01",12209.60
1,"52","586574",INT413500,Other,Other,"2025-01",4.00
1,"52","586574",INT96728,Other,Other,"2025-01",173.14
1,"52","586574",INT96726,Other,Other,"2025-01",603321.36
1,"52","586574",INT96727,Other,Other,"2025-01",700.00
1,"52","586574",INT96731,Other,Other,"2025-01",11579.62
1,"52","586574",INT79027,Other,Other,"2025-01",20340.12
1,"52","586574",INT5,Other,Other,"2025-01",2145.20
1,"52","586574",INT85606,Other,Other,"2025-01",1848.37
1,"52","586574",INT419874,Transfers & payments,Transfers & payments,"2025-01",2.48
1,"52","586574",INT419874,Other,Other,"2024-12",14164.24
1,"52","586574",INT413500,Other,Other,"2024-12",1800.00
1,"52","586574",INT4,Other,Other,"2024-12",47218.38
1,"52","586574",INT85606,Other,Other,"2024-12",1836.35
1,"52","586574",INT96726,Other,Other,"2024-12",830993.70
1,"52","586574",INT96727,Other,Other,"2024-12",900.00
1,"52","586574",INT96728,Other,Other,"2024-12",696.90
1,"52","586574",INT96731,Other,Other,"2024-12",20596.12
1,"52","586574",INT5,Other,Other,"2024-12",6027.00
1,"52","586574",INT79027,Other,Other,"2024-12",25862.64
1,"52","586574",INT413500,Gas,Gas,"2024-11",4.00
1,"52","586574",INT413500,Other,Other,"2024-11",3323.92
1,"52","586574",INT419874,Other,Other,"2024-11",5643.06
1,"52","586574",INT4,Other,Other,"2024-11",20684.28
1,"52","586574",INT79027,Other,Other,"2024-11",17852.56
1,"52","586574",INT5,Other,Other,"2024-11",2713.76
1,"52","586574",INT80257,Other,Other,"2024-11",4107.04
1,"52","586574",INT85606,Other,Other,"2024-11",3851.01
1,"52","586574",INT96726,Other,Other,"2024-11",455825.32
1,"52","586574",INT96727,Other,Other,"2024-11",840.00
1,"52","586574",INT96731,Other,Other,"2024-11",11125.52
1,"52","586574",INT96728,Other,Other,"2024-11",277.14
1,"52","586574",INT96731,Other,Other,"2024-10",9142.76
1,"52","586574",INT96726,Other,Other,"2024-10",442952.74
1,"52","586574",INT96727,Other,Other,"2024-10",800.00
1,"52","586574",INT5,Other,Other,"2024-10",6897.52
1,"52","586574",INT79027,Other,Other,"2024-10",15650.70
1,"52","586574",INT419874,Other,Other,"2024-10",17983.90
1,"52","586574",INT4,Other,Other,"2024-10",26249.96
1,"52","586574",INT413500,Other,Other,"2024-10",2600.00
1,"52","586574",INT85606,Other,Other,"2024-10",1855.08
1,"52","586574",INT80257,Other,Other,"2024-09",1728.00
1,"52","586574",INT85606,Other,Other,"2024-09",164195.79
1,"52","586574",INT79027,Other,Other,"2024-09",18291.04
1,"52","586574",INT5,Other,Other,"2024-09",3070.94
1,"52","586574",INT96732,Other,Other,"2024-09",19835.40
1,"52","586574",INT96728,Other,Other,"2024-09",138.00
1,"52","586574",INT96731,Other,Other,"2024-09",14304.24
1,"52","586574",INT96726,Other,Other,"2024-09",434006.22
1,"52","586574",INT4,Other,Other,"2024-09",20571.80
1,"52","586574",INT413500,Other,Other,"2024-09",1200.00
1,"52","586574",INT419874,Other,Other,"2024-09",7826.36
1,"52","586574",INT419874,Other,Other,"2024-08",15369.28
1,"52","586574",INT413500,Other,Other,"2024-08",1800.00
1,"52","586574",INT4,Other,Other,"2024-08",19568.48
1,"52","586574",INT5,Other,Other,"2024-08",1968.76
1,"52","586574",INT79027,Other,Other,"2024-08",15613.88
1,"52","586574",INT85606,Other,Other,"2024-08",1316.47
1,"52","586574",INT96728,Other,Other,"2024-08",1199.30
1,"52","586574",INT96731,Other,Other,"2024-08",8960.70
1,"52","586574",INT96726,Other,Other,"2024-08",465534.64
1,"52","586574",INT96732,Other,Other,"2024-08",5400.00
1,"52","586574",INT96730,Other,Other,"2024-08",9142.22
1,"52","586574",INT96726,Other,Other,"2024-07",645406.32
1,"52","586574",INT96730,Other,Other,"2024-07",4000.00
1,"52","586574",INT96727,Other,Other,"2024-07",410.52
1,"52","586574",INT96729,Other,Other,"2024-07",700.00
1,"52","586574",INT96732,Other,Other,"2024-07",32.92
1,"52","586574",INT96731,Other,Other,"2024-07",1350.82
1,"52","586574",INT79027,Other,Other,"2024-07",18119.50
1,"52","586574",INT5,Other,Other,"2024-07",2013.12
1,"52","586574",INT4,Other,Other,"2024-07",21544.48
1,"52","586574",INT454807,Other,Other,"2024-07",38197.46
1,"52","586574",INT413500,Other,Other,"2024-07",400.00
1,"52","586574",INT419874,Other,Other,"2024-07",17147.84
1,"52","586574",INT85606,Other,Other,"2024-07",4851.48
1,"52","586574",INT85606,Other,Other,"2024-06",1337.65
1,"52","586574",INT5,Other,Other,"2024-06",3844.62
1,"52","586574",INT79027,Other,Other,"2024-06",15577.14
1,"52","586574",INT96729,Other,Other,"2024-06",800.00
1,"52","586574",INT96727,Other,Other,"2024-06",1600.04
1,"52","586574",INT96728,Other,Other,"2024-06",4875.72
1,"52","586574",INT96731,Other,Other,"2024-06",5354.12
1,"52","586574",INT96732,Other,Other,"2024-06",59.20
1,"52","586574",INT96726,Other,Other,"2024-06",395104.34
1,"52","586574",INT96730,Other,Other,"2024-06",6000.00
1,"52","586574",INT4,Other,Other,"2024-06",19661.04
1,"52","586574",INT419874,Other,Other,"2024-06",12936.22
1,"52","586574",INT413500,Other,Other,"2024-06",1600.00
1,"52","586574",INT419874,Other,Other,"2024-05",12560.04
1,"52","586574",INT4,Other,Other,"2024-05",32710.50
1,"52","586574",INT5,Other,Other,"2024-05",7524.84
1,"52","586574",INT79027,Other,Other,"2024-05",11564.60
1,"52","586574",INT85606,Other,Other,"2024-05",1461.65
1,"52","586574",INT96728,Other,Other,"2024-05",40.10
1,"52","586574",INT96727,Other,Other,"2024-05",2007.74
1,"52","586574",INT96730,Other,Other,"2024-05",5636.28
1,"52","586574",INT96731,Other,Other,"2024-05",6387.32
1,"52","586574",INT96726,Other,Other,"2024-05",355847.02
1,"52","586574",INT96732,Other,Other,"2024-05",79.46
1,"52","586574",INT96732,Other,Other,"2024-04",597.32
1,"52","586574",INT96728,Other,Other,"2024-04",2126.78
1,"52","586574",INT96729,Other,Other,"2024-04",512251.18
1,"52","586574",INT96731,Other,Other,"2024-04",13289.88
1,"52","586574",INT96726,Other,Other,"2024-04",585492.18
1,"52","586574",INT96727,Other,Other,"2024-04",3909.40
1,"52","586574",INT79027,Other,Other,"2024-04",25699.16
1,"52","586574",INT5,Other,Other,"2024-04",7075.16
1,"52","586574",INT419874,Other,Other,"2024-04",46682.28
1,"52","586574",INT4,Other,Other,"2024-04",20131.56
1,"52","586574",INT80257,Other,Other,"2024-04",14739.46
1,"52","586574",INT85606,Other,Other,"2024-04",1262.99
1,"52","586574",INT85606,Other,Other,"2024-03",8898.20
1,"52","586574",INT80257,Other,Other,"2024-03",3373.94
1,"52","586574",INT79027,Other,Other,"2024-03",16634.90
1,"52","586574",INT5,Other,Other,"2024-03",5077.30
1,"52","586574",INT96729,Other,Other,"2024-03",1000.00
1,"52","586574",INT96732,Other,Other,"2024-03",125.46
1,"52","586574",INT96731,Other,Other,"2024-03",6039.02
1,"52","586574",INT96726,Other,Other,"2024-03",374002.40
1,"52","586574",INT96728,Other,Other,"2024-03",11569.64
1,"52","586574",INT96730,Other,Other,"2024-03",23437.38
1,"52","586574",INT96727,Other,Other,"2024-03",2088.66
1,"52","586574",INT413500,Other,Other,"2024-03",1600.00
1,"52","586574",INT419874,Other,Other,"2024-03",10636.68
1,"52","586574",INT4,Other,Other,"2024-03",27473.34
1,"52","586574",INT413500,Other,Other,"2024-02",1600.00
1,"52","586574",INT419874,Other,Other,"2024-02",8007.52
1,"52","586574",INT4,Other,Other,"2024-02",16482.70
1,"52","586574",INT5,Other,Other,"2024-02",2065.78
1,"52","586574",INT79027,Other,Other,"2024-02",10505.66
1,"52","586574",INT85606,Other,Other,"2024-02",1262.99
1,"52","586574",INT96732,Other,Other,"2024-02",665.26
1,"52","586574",INT96731,Other,Other,"2024-02",10010.62
1,"52","586574",INT96728,Other,Other,"2024-02",5503.60
1,"52","586574",INT96727,Other,Other,"2024-02",5906.54
1,"52","586574",INT96730,Other,Other,"2024-02",4000.00
1,"52","586574",INT96726,Other,Other,"2024-02",737094.18
1,"52","586574",INT96727,Other,Other,"2024-01",2985.22
1,"52","586574",INT96728,Other,Other,"2024-01",3997.34
1,"52","586574",INT96726,Other,Other,"2024-01",417045.16
1,"52","586574",INT96731,Other,Other,"2024-01",15189.02
1,"52","586574",INT96732,Other,Other,"2024-01",605.08
1,"52","586574",INT79027,Other,Other,"2024-01",12290.00
1,"52","586574",INT5,Other,Other,"2024-01",3495.26
1,"52","586574",INT4,Other,Other,"2024-01",21194.44
1,"52","586574",INT419874,Other,Other,"2024-01",5685.68
1,"52","586574",INT413500,Other,Other,"2024-01",1600.00
1,"52","586574",INT85606,Other,Other,"2024-01",1870.23
1,"52","586574",INT85606,Other,Other,"2023-12",1262.99
1,"52","586574",INT80257,Other,Other,"2023-12",1635.98
1,"52","586574",INT5,Other,Other,"2023-12",7437.58
1,"52","586574",INT79027,Other,Other,"2023-12",12774.00
1,"52","586574",INT96732,Other,Other,"2023-12",347.52
1,"52","586574",INT96731,Other,Other,"2023-12",11879.72
1,"52","586574",INT96727,Other,Other,"2023-12",1653.48
1,"52","586574",INT96728,Other,Other,"2023-12",22709.34
1,"52","586574",INT96726,Other,Other,"2023-12",394208.96
1,"52","586574",INT4,Other,Other,"2023-12",37607.46
1,"52","586574",INT419874,Other,Other,"2023-12",6173.04
1,"52","586574",INT413500,Other,Other,"2023-12",1600.00
1,"52","586574",INT4,Other,Other,"2023-11",21891.98
1,"52","586574",INT419874,Other,Other,"2023-11",2005.00
1,"52","586574",INT5,Other,Other,"2023-11",3161.34
1,"52","586574",INT79027,Other,Other,"2023-11",5127.84
1,"52","586574",INT85606,Other,Other,"2023-11",486.41
1,"52","586574",INT96726,Other,Other,"2023-11",184302.50
1,"52","586574",INT96728,Other,Other,"2023-11",218.00
1,"52","586574",INT96732,Other,Other,"2023-11",295.10
1,"52","586574",INT96727,Other,Other,"2023-11",438.96
1,"52","586574",INT96731,Other,Other,"2023-11",1689.80
1,"52","586574",INT5,Other,Other,"2023-10",4513.16
1,"52","586574",INT4,Other,Other,"2023-10",22200.10
1,"52","586574",INT4,Other,Other,"2023-09",18610.68
1,"52","586574",INT5,Other,Other,"2023-09",1086.22
1,"52","586574",INT5,Other,Other,"2023-08",2732.82
1,"52","586574",INT4,Other,Other,"2023-08",20536.20
1,"52","586574",INT4,Other,Other,"2023-07",22629.88
1,"52","586574",INT5,Other,Other,"2023-07",11380.36
1,"52","586574",INT5,Other,Other,"2023-06",25138.40
1,"52","586574",INT4,Other,Other,"2023-06",27853.02
1,"52","586574",INT4,Other,Other,"2023-05",24911.32
1,"52","586574",INT5,Other,Other,"2023-05",1590.08
1,"52","586574",INT5,Other,Other,"2023-04",512.78
1,"52","586574",INT4,Other,Other,"2023-04",9583.24
1,"52","586576",INT419874,Other,Other,"2026-06",0.04
1,"52","586576",INT4,Other,Other,"2026-06",2.54
1,"52","586576",INT5,Other,Other,"2026-06",4.52
1,"52","586576",INT79027,Other,Other,"2026-06",4032.32
1,"52","586576",INT96726,Other,Other,"2026-06",2.00
1,"52","586576",INT89268,Other,Other,"2026-06",0.40
1,"52","586576",INT5,Home & rent,Home & rent,"2026-05",0.14
1,"52","586576",INT79027,Other,Other,"2026-05",6121.10
1,"52","586576",INT5,Other,Other,"2026-05",1688.52
1,"52","586576",INT4,Other,Other,"2026-05",5552.60
1,"52","586576",INT419874,Other,Other,"2026-05",11.16
1,"52","586576",INT96726,Other,Other,"2026-05",28.82
1,"52","586576",INT79027,Shopping,Shopping,"2026-05",12.08
1,"52","586576",INT96729,Taxes & fees,Taxes & fees,"2026-05",100.00
1,"52","586576",INT4,Taxes & fees,Taxes & fees,"2026-05",0.04
1,"52","586576",INT79027,Auto & transport,Auto & transport,"2026-04",382.12
1,"52","586576",INT419874,Groceries,Groceries,"2026-04",198.00
1,"52","586576",INT4,Other,Other,"2026-04",10560.49
1,"52","586576",INT419874,Other,Other,"2026-04",5716.42
1,"52","586576",INT5,Other,Other,"2026-04",2408.36
1,"52","586576",INT79027,Other,Other,"2026-04",10666.74
1,"52","586576",INT85606,Other,Other,"2026-04",1836.67
1,"52","586576",INT96726,Other,Other,"2026-04",487402.28
1,"52","586576",INT934097,Other,Other,"2026-04",1500.00
1,"52","586576",INT96728,Other,Other,"2026-04",1067.64
1,"52","586576",INT96731,Other,Other,"2026-04",3591.90
1,"52","586576",INT93937,Other,Other,"2026-04",27311.51
1,"52","586576",INT79027,Taxes & fees,Taxes & fees,"2026-04",50.00
1,"52","586576",INT5,Taxes & fees,Taxes & fees,"2026-04",50.00
1,"52","586576",INT79027,Other,Other,"2026-03",25167.44
1,"52","586576",INT5,Other,Other,"2026-03",110.09
1,"52","586576",INT96732,Other,Other,"2026-03",600.00
1,"52","586576",INT96727,Other,Other,"2026-03",18.26
1,"52","586576",INT96726,Other,Other,"2026-03",539408.00
1,"52","586576",INT934097,Other,Other,"2026-03",2100.00
1,"52","586576",INT96728,Other,Other,"2026-03",20803.54
1,"52","586576",INT96731,Other,Other,"2026-03",7135.34
1,"52","586576",INT93937,Other,Other,"2026-03",13045.95
1,"52","586576",INT96729,Other,Other,"2026-03",50.00
1,"52","586576",INT96730,Other,Other,"2026-03",5636.28
1,"52","586576",INT419874,Other,Other,"2026-03",32369.10
1,"52","586576",INT4,Other,Other,"2026-03",50243.50
1,"52","586576",INT85606,Other,Other,"2026-03",2344.10
1,"52","586576",INT89268,Other,Other,"2026-03",1.98
1,"52","586576",INT80257,Other,Other,"2026-03",26590.62
1,"52","586576",INT79027,Shopping,Shopping,"2026-03",6.04
1,"52","586576",INT5,Taxes & fees,Taxes & fees,"2026-03",150.00
1,"52","586576",INT96729,Taxes & fees,Taxes & fees,"2026-03",100.00
1,"52","586576",INT419874,Groceries,Groceries,"2026-02",198.00
1,"52","586576",INT419874,Other,Other,"2026-02",12162.20
1,"52","586576",INT4,Other,Other,"2026-02",11708.47
1,"52","586576",INT79027,Other,Other,"2026-02",31838.18
1,"52","586576",INT5,Other,Other,"2026-02",334.69
1,"52","586576",INT80328,Other,Other,"2026-02",2.51
1,"52","586576",INT85606,Other,Other,"2026-02",1847.32
1,"52","586576",INT96732,Other,Other,"2026-02",86.20
1,"52","586576",INT96728,Other,Other,"2026-02",318.64
1,"52","586576",INT934097,Other,Other,"2026-02",1200.00
1,"52","586576",INT96731,Other,Other,"2026-02",6778.06
1,"52","586576",INT93937,Other,Other,"2026-02",8992.53
1,"52","586576",INT96726,Other,Other,"2026-02",480416.44
1,"52","586576",INT96727,Other,Other,"2026-02",6.12
1,"52","586576",INT79027,Shopping,Shopping,"2026-02",18.12
1,"52","586576",INT419874,Gas,Gas,"2026-01",4.00
1,"52","586576",INT4,Other,Other,"2026-01",12949.34
1,"52","586576",INT419874,Other,Other,"2026-01",18868.46
1,"52","586576",INT5,Other,Other,"2026-01",1589.46
1,"52","586576",INT79027,Other,Other,"2026-01",18405.22
1,"52","586576",INT93937,Other,Other,"2026-01",14371.72
1,"52","586576",INT934097,Other,Other,"2026-01",1500.00
1,"52","586576",INT96731,Other,Other,"2026-01",7558.68
1,"52","586576",INT96728,Other,Other,"2026-01",475.68
1,"52","586576",INT96726,Other,Other,"2026-01",606963.80
1,"52","586576",INT96732,Other,Other,"2026-01",800.00
1,"52","586576",INT85606,Other,Other,"2026-01",1845.45
1,"52","586576",INT79027,Shopping,Shopping,"2026-01",24.16
1,"52","586576",INT419874,Groceries,Groceries,"2025-12",198.00
1,"52","586576",INT419874,Other,Other,"2025-12",22.36
1,"52","586576",INT4,Other,Other,"2025-12",36393.79
1,"52","586576",INT5,Other,Other,"2025-12",4918.12
1,"52","586576",INT79027,Other,Other,"2025-12",24405.24
1,"52","586576",INT96727,Other,Other,"2025-12",32.00
1,"52","586576",INT96728,Other,Other,"2025-12",29635.44
1,"52","586576",INT96726,Other,Other,"2025-12",1628.00
1,"52","586576",INT79027,Shopping,Shopping,"2025-12",12.08
1,"52","586576",INT79027,Gas,Gas,"2025-11",4.00
1,"52","586576",INT79027,Other,Other,"2025-11",16051.06
1,"52","586576",INT5,Other,Other,"2025-11",2589.89
1,"52","586576",INT4,Other,Other,"2025-11",11195.92
1,"52","586576",INT413500,Other,Other,"2025-11",999.74
1,"52","586576",INT419874,Other,Other,"2025-11",452.46
1,"52","586576",INT96726,Other,Other,"2025-11",21961.08
1,"52","586576",INT79027,Travel & trips,Travel & trips,"2025-11",2.00
1,"52","586576",INT419874,Home & rent,Home & rent,"2025-10",132.00
1,"52","586576",INT4,Other,Other,"2025-10",17646.16
1,"52","586576",INT419874,Other,Other,"2025-10",4050.00
1,"52","586576",INT96726,Other,Other,"2025-10",5600.00
1,"52","586576",INT80257,Other,Other,"2025-10",400.00
1,"52","586576",INT5,Other,Other,"2025-10",1950.00
1,"52","586576",INT79027,Other,Other,"2025-10",73266.62
1,"52","586576",INT83361,Bills & utilities,Bills & utilities,"2025-09",400.00
1,"52","586576",INT83361,Other,Other,"2025-09",1000.00
1,"52","586576",INT96726,Other,Other,"2025-09",9604.00
1,"52","586576",INT96728,Other,Other,"2025-09",2000.00
1,"52","586576",INT4,Other,Other,"2025-09",12315.16
1,"52","586576",INT419874,Other,Other,"2025-09",4.00
1,"52","586576",INT79027,Other,Other,"2025-09",24116.26
1,"52","586576",INT5,Other,Other,"2025-09",6958.90
1,"52","586576",INT5,Other,Other,"2025-08",946.89
1,"52","586576",INT79027,Other,Other,"2025-08",29416.66
1,"52","586576",INT96726,Other,Other,"2025-08",3600.00
1,"52","586576",INT96732,Other,Other,"2025-08",23.40
1,"52","586576",INT4,Other,Other,"2025-08",10475.56
1,"52","586576",INT79027,Transfers & payments,Transfers & payments,"2025-08",4.20
1,"52","586576",INT79027,Other,Other,"2025-07",20651.46
1,"52","586576",INT5,Other,Other,"2025-07",894.53
1,"52","586576",INT4,Other,Other,"2025-07",10737.18
1,"52","586576",INT419874,Other,Other,"2025-07",92.12
1,"52","586576",INT96726,Other,Other,"2025-07",2800.00
1,"52","586576",INT419874,Transfers & payments,Transfers & payments,"2025-07",64.00
1,"52","586576",INT419874,Other,Other,"2025-06",4.00
1,"52","586576",INT4,Other,Other,"2025-06",12965.70
1,"52","586576",INT5,Other,Other,"2025-06",3003.04
1,"52","586576",INT79027,Other,Other,"2025-06",38832.04
1,"52","586576",INT80257,Other,Other,"2025-06",4.00
1,"52","586576",INT96726,Other,Other,"2025-06",2000.00
1,"52","586576",INT5,Taxes & fees,Taxes & fees,"2025-06",10.00
1,"52","586576",INT79027,Transfers & payments,Transfers & payments,"2025-06",46.40
1,"52","586576",INT79027,Other,Other,"2025-05",9655.18
1,"52","586576",INT5,Other,Other,"2025-05",1313.82
1,"52","586576",INT96726,Other,Other,"2025-05",1600.00
1,"52","586576",INT4,Other,Other,"2025-05",10137.89
1,"52","586576",INT4,Other,Other,"2025-04",4765.66
1,"52","586576",INT419874,Other,Other,"2025-04",4305.98
1,"52","586576",INT413500,Other,Other,"2025-04",2869.02
1,"52","586576",INT96731,Other,Other,"2025-04",4594.74
1,"52","586576",INT96728,Other,Other,"2025-04",428.66
1,"52","586576",INT96726,Other,Other,"2025-04",256213.86
1,"52","586576",INT5,Other,Other,"2025-04",11219.72
1,"52","586576",INT79027,Other,Other,"2025-04",7506.86
1,"52","586576",INT85606,Other,Other,"2025-04",1007.49
1,"52","586576",INT419874,Transfers & payments,Transfers & payments,"2025-04",66.40
1,"52","586576",INT419874,Other,Other,"2025-03",72769.08
1,"52","586576",INT4,Other,Other,"2025-03",10025.25
1,"52","586576",INT85606,Other,Other,"2025-03",2568.22
1,"52","586576",INT96730,Other,Other,"2025-03",5636.28
1,"52","586576",INT96727,Other,Other,"2025-03",700.00
1,"52","586576",INT96726,Other,Other,"2025-03",509427.46
1,"52","586576",INT96728,Other,Other,"2025-03",437.72
1,"52","586576",INT96731,Other,Other,"2025-03",8699.02
1,"52","586576",INT79027,Other,Other,"2025-03",13589.80
1,"52","586576",INT5,Other,Other,"2025-03",863.25
1,"52","586576",INT419874,Bills & utilities,Bills & utilities,"2025-02",4.00
1,"52","586576",INT4,Other,Other,"2025-02",10740.06
1,"52","586576",INT413500,Other,Other,"2025-02",3206.46
1,"52","586576",INT419874,Other,Other,"2025-02",9282.24
1,"52","586576",INT5,Other,Other,"2025-02",1421.67
1,"52","586576",INT79027,Other,Other,"2025-02",14824.22
1,"52","586576",INT85606,Other,Other,"2025-02",1852.79
1,"52","586576",INT89268,Other,Other,"2025-02",2492.10
1,"52","586576",INT96731,Other,Other,"2025-02",8449.92
1,"52","586576",INT96727,Other,Other,"2025-02",949.82
1,"52","586576",INT96726,Other,Other,"2025-02",476451.42
1,"52","586576",INT96730,Other,Other,"2025-02",5636.28
1,"52","586576",INT96728,Other,Other,"2025-02",253.22
1,"52","586576",INT419874,Transfers & payments,Transfers & payments,"2025-02",450.00
1,"52","586576",INT4,Other,Other,"2025-01",12897.88
1,"52","586576",INT413500,Other,Other,"2025-01",4.00
1,"52","586576",INT419874,Other,Other,"2025-01",12209.60
1,"52","586576",INT96726,Other,Other,"2025-01",603321.36
1,"52","586576",INT96727,Other,Other,"2025-01",700.00
1,"52","586576",INT96728,Other,Other,"2025-01",173.14
1,"52","586576",INT96731,Other,Other,"2025-01",11579.62
1,"52","586576",INT79027,Other,Other,"2025-01",20340.12
1,"52","586576",INT5,Other,Other,"2025-01",1072.60
1,"52","586576",INT85606,Other,Other,"2025-01",1848.37
1,"52","586576",INT419874,Transfers & payments,Transfers & payments,"2025-01",2.48
1,"52","586576",INT4,Other,Other,"2024-12",23609.19
1,"52","586576",INT413500,Other,Other,"2024-12",1800.00
1,"52","586576",INT419874,Other,Other,"2024-12",14164.24
1,"52","586576",INT85606,Other,Other,"2024-12",1836.35
1,"52","586576",INT96728,Other,Other,"2024-12",696.90
1,"52","586576",INT96727,Other,Other,"2024-12",900.00
1,"52","586576",INT96726,Other,Other,"2024-12",830993.70
1,"52","586576",INT96731,Other,Other,"2024-12",20596.12
1,"52","586576",INT79027,Other,Other,"2024-12",25862.64
1,"52","586576",INT5,Other,Other,"2024-12",3013.50
1,"52","586576",INT413500,Gas,Gas,"2024-11",4.00
1,"52","586576",INT413500,Other,Other,"2024-11",3323.92
1,"52","586576",INT4,Other,Other,"2024-11",10342.14
1,"52","586576",INT419874,Other,Other,"2024-11",5643.06
1,"52","586576",INT5,Other,Other,"2024-11",1356.88
1,"52","586576",INT79027,Other,Other,"2024-11",17852.56
1,"52","586576",INT80257,Other,Other,"2024-11",4107.04
1,"52","586576",INT85606,Other,Other,"2024-11",3851.01
1,"52","586576",INT96728,Other,Other,"2024-11",277.14
1,"52","586576",INT96726,Other,Other,"2024-11",455825.32
1,"52","586576",INT96727,Other,Other,"2024-11",840.00
1,"52","586576",INT96731,Other,Other,"2024-11",11125.52
1,"52","586576",INT96726,Other,Other,"2024-10",442952.74
1,"52","586576",INT96731,Other,Other,"2024-10",9142.76
1,"52","586576",INT96727,Other,Other,"2024-10",800.00
1,"52","586576",INT5,Other,Other,"2024-10",3448.76
1,"52","586576",INT79027,Other,Other,"2024-10",15650.70
1,"52","586576",INT413500,Other,Other,"2024-10",2600.00
1,"52","586576",INT419874,Other,Other,"2024-10",17983.90
1,"52","586576",INT4,Other,Other,"2024-10",13124.98
1,"52","586576",INT85606,Other,Other,"2024-10",1855.08
1,"52","586576",INT85606,Other,Other,"2024-09",164195.79
1,"52","586576",INT80257,Other,Other,"2024-09",1728.00
1,"52","586576",INT79027,Other,Other,"2024-09",18291.04
1,"52","586576",INT5,Other,Other,"2024-09",1535.47
1,"52","586576",INT96731,Other,Other,"2024-09",14304.24
1,"52","586576",INT96728,Other,Other,"2024-09",138.00
1,"52","586576",INT96726,Other,Other,"2024-09",434006.22
1,"52","586576",INT96732,Other,Other,"2024-09",19835.40
1,"52","586576",INT4,Other,Other,"2024-09",10285.90
1,"52","586576",INT419874,Other,Other,"2024-09",7826.36
1,"52","586576",INT413500,Other,Other,"2024-09",1200.00
1,"52","586576",INT413500,Other,Other,"2024-08",1800.00
1,"52","586576",INT4,Other,Other,"2024-08",9784.24
1,"52","586576",INT419874,Other,Other,"2024-08",15369.28
1,"52","586576",INT79027,Other,Other,"2024-08",15613.88
1,"52","586576",INT5,Other,Other,"2024-08",984.38
1,"52","586576",INT85606,Other,Other,"2024-08",1316.47
1,"52","586576",INT96730,Other,Other,"2024-08",9142.22
1,"52","586576",INT96731,Other,Other,"2024-08",8960.70
1,"52","586576",INT96732,Other,Other,"2024-08",5400.00
1,"52","586576",INT96726,Other,Other,"2024-08",465534.64
1,"52","586576",INT96728,Other,Other,"2024-08",1199.30
1,"52","586576",INT96732,Other,Other,"2024-07",32.92
1,"52","586576",INT96729,Other,Other,"2024-07",700.00
1,"52","586576",INT96727,Other,Other,"2024-07",410.52
1,"52","586576",INT96730,Other,Other,"2024-07",4000.00
1,"52","586576",INT96726,Other,Other,"2024-07",645406.32
1,"52","586576",INT96731,Other,Other,"2024-07",1350.82
1,"52","586576",INT79027,Other,Other,"2024-07",18119.50
1,"52","586576",INT5,Other,Other,"2024-07",1006.56
1,"52","586576",INT419874,Other,Other,"2024-07",17147.84
1,"52","586576",INT454807,Other,Other,"2024-07",38197.46
1,"52","586576",INT4,Other,Other,"2024-07",10772.24
1,"52","586576",INT413500,Other,Other,"2024-07",400.00
1,"52","586576",INT85606,Other,Other,"2024-07",4851.48
1,"52","586576",INT85606,Other,Other,"2024-06",1337.65
1,"52","586576",INT5,Other,Other,"2024-06",1922.31
1,"52","586576",INT79027,Other,Other,"2024-06",15577.14
1,"52","586576",INT96726,Other,Other,"2024-06",395104.34
1,"52","586576",INT96731,Other,Other,"2024-06",5354.12
1,"52","586576",INT96729,Other,Other,"2024-06",800.00
1,"52","586576",INT96730,Other,Other,"2024-06",6000.00
1,"52","586576",INT96727,Other,Other,"2024-06",1600.04
1,"52","586576",INT96728,Other,Other,"2024-06",4875.72
1,"52","586576",INT96732,Other,Other,"2024-06",59.20
1,"52","586576",INT419874,Other,Other,"2024-06",12936.22
1,"52","586576",INT413500,Other,Other,"2024-06",1600.00
1,"52","586576",INT4,Other,Other,"2024-06",9830.52
1,"52","586576",INT4,Other,Other,"2024-05",16355.25
1,"52","586576",INT419874,Other,Other,"2024-05",12560.04
1,"52","586576",INT79027,Other,Other,"2024-05",11564.60
1,"52","586576",INT5,Other,Other,"2024-05",3762.42
1,"52","586576",INT85606,Other,Other,"2024-05",1461.65
1,"52","586576",INT96727,Other,Other,"2024-05",2007.74
1,"52","586576",INT96726,Other,Other,"2024-05",355847.02
1,"52","586576",INT96728,Other,Other,"2024-05",40.10
1,"52","586576",INT96730,Other,Other,"2024-05",5636.28
1,"52","586576",INT96732,Other,Other,"2024-05",79.46
1,"52","586576",INT96731,Other,Other,"2024-05",6387.32
1,"52","586576",INT96732,Other,Other,"2024-04",597.32
1,"52","586576",INT96731,Other,Other,"2024-04",13289.88
1,"52","586576",INT96726,Other,Other,"2024-04",585492.18
1,"52","586576",INT96728,Other,Other,"2024-04",2126.78
1,"52","586576",INT96727,Other,Other,"2024-04",3909.40
1,"52","586576",INT96729,Other,Other,"2024-04",512251.18
1,"52","586576",INT79027,Other,Other,"2024-04",25699.16
1,"52","586576",INT5,Other,Other,"2024-04",3537.58
